,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,,,,,,2,2,2,2,,4,,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,,1,1,1,,2,2,2,2,4,4,4,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,,1,1,1,,2,2,2,2,,4,4,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLACK MEANS THERE ARE WALLS THERE
,2,2,2,2,2,,1,1,1,,2,2,2,2,4,4,4,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THERE CANNOT BE ANY GRAY LEFT OVER,
,2,2,2,2,2,,,1,,,2,2,2,2,,4,,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DARK GRAY MEANS YOU NEED TO ASSIGN A TEXTURE ID
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIGHT GRAY MEANS YOU ASSIGNED A TEXTURE ID IN INVALID LOCATION
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1,1,1,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
